GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,Angle,Angle_S,ZAngle,Unknown[0],Unknown[1]
59016,26242,0,0,20352,11392,512,79,44,6,UNDEFINED,0,0,4632,1041,100,0,5,TM_OBJECT,6,48,TA_SOUTHEAST,0,0,0
59046,26272,0,0,10880,20352,504,42,79,6,UNDEFINED,0,0,4633,1042,100,0,5,TM_OBJECT,7,100,TA_EAST,0,0,0
59076,26302,0,0,6524,19668,256,25,76,4,TS_INMAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59106,26332,0,0,8060,19668,256,31,76,4,TS_INMAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59136,26362,0,0,9596,19668,256,37,76,4,TS_INMAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59166,26392,0,0,15460,19676,256,60,76,4,TS_INMAPWHO,0,1085,4723,1085,50,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59196,26422,0,0,16084,18300,256,62,71,4,TS_INMAPWHO,0,1085,4725,1086,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,0
59226,26452,0,0,16076,16500,256,62,64,4,TS_INMAPWHO,0,1085,4725,1086,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,0
59256,26482,0,0,18896,20080,256,73,78,4,TS_INMAPWHO,0,1085,4725,1086,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,0
59286,26512,0,0,18896,18032,256,73,70,4,TS_INMAPWHO,0,1085,4725,1086,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,0
59316,26542,0,0,21628,19924,256,84,77,4,TS_INMAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,0
59346,26572,0,0,23164,19940,256,90,77,4,TS_INMAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,0
59376,26602,0,0,24696,19928,256,96,77,4,TS_INMAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,0
59406,26632,0,0,25308,17284,256,98,67,4,TS_INMAPWHO,0,1109,4759,1110,40,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,0
59436,26662,0,0,25308,15748,256,98,61,4,TS_INMAPWHO,0,1109,4759,1110,40,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,0
59466,26692,0,0,25308,14212,256,98,55,4,TS_INMAPWHO,0,1109,4759,1110,40,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,0
59496,26722,0,0,29904,10096,256,116,39,4,TS_INMAPWHO,0,1093,4735,1094,40,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,0
59526,26752,0,0,24700,3812,256,96,14,4,TS_INMAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59556,26782,0,0,23164,3812,256,90,14,4,TS_INMAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59586,26812,0,0,23004,7796,256,89,30,4,TS_INMAPWHO,0,1085,4725,1086,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,0
59616,26842,0,0,19060,4060,256,74,15,4,TS_INMAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,0
59646,26872,0,0,18032,4336,384,70,16,4,TS_INMAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,0
