GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,Affect_S,BaseFrame,BaseFrame_S,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,ZAngle,Unique,Unique_S,HugDistance,Persuaded,ChildHeld,ParentHeld,Command,StartCommand,Target,Data,GotoX,GotoY,GotoZ,LastXpos,LastYpos,HugGotoZ,ChildWeapon,Equipment,ParentRank,RankPosition,Count,WeaponHolding,WeaponInUse,Level1Base,Level1Balance,Level1True,Level1Fixed,Level2Base,Level2Balance,Level2True,Level2Fixed,Level3Base,Level3Balance,Level3True,Level3Fixed,LevelRecovery,Speed,MaxSpeed,BaseSpeed,OldState,OldState_S,NewState,NewState_S,HugChangeDir,HugStartAngle,HitAngle
32776,2,0,94,12936,2424,256,50,9,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,16,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,242,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
32868,94,2,0,12956,2324,256,50,9,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,16,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,235,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
32960,186,0,278,12952,2200,256,50,8,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,16,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,228,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33052,278,186,0,12928,2112,256,50,8,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,16,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,221,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33144,370,0,462,12944,2016,256,50,7,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,16,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,214,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33236,462,370,554,12944,2016,256,50,7,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,16,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,211,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33328,554,462,646,12944,2016,256,50,7,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,16,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,208,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33420,646,554,0,12944,2016,256,50,7,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,16,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,205,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33512,738,0,0,13184,21248,256,51,83,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,381,5,16,0,1,TM_PERSON,0,PS_NONE,128,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,164,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33604,830,0,0,18364,18132,256,71,70,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,381,5,16,0,1,TM_PERSON,0,PS_NONE,128,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,156,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33696,922,0,0,12232,20808,256,47,81,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,381,5,16,0,1,TM_PERSON,0,PS_NONE,128,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,150,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33788,1014,0,0,16532,15052,256,64,58,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,381,5,16,0,1,TM_PERSON,0,PS_NONE,128,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,144,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33880,1106,0,0,17532,19492,256,68,76,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,381,5,16,0,1,TM_PERSON,0,PS_NONE,128,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,138,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33972,1198,0,0,12484,19052,256,48,74,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,381,5,16,0,1,TM_PERSON,0,PS_NONE,128,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,132,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
34064,1290,0,0,16828,18580,256,65,72,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,381,5,16,0,1,TM_PERSON,0,PS_NONE,128,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,126,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
34156,1382,0,0,15396,17084,256,60,66,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,381,5,16,0,1,TM_PERSON,0,PS_NONE,128,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,120,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
34248,1474,0,0,20208,14048,256,78,54,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,382,7,16,0,1,TM_PERSON,0,PS_NONE,192,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,202,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
34340,1566,0,0,20624,12320,256,80,48,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,382,7,16,0,1,TM_PERSON,0,PS_NONE,192,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,192,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
34432,1658,0,0,23128,12408,256,90,48,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,382,7,16,0,1,TM_PERSON,0,PS_NONE,192,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,184,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
34524,1750,0,0,22868,10444,256,89,40,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,382,7,16,0,1,TM_PERSON,0,PS_NONE,192,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,176,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
34616,1842,0,0,25308,11860,256,98,46,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,382,7,16,0,1,TM_PERSON,0,PS_NONE,192,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,168,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
34708,1934,0,0,29052,13220,256,113,51,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,382,7,16,0,1,TM_PERSON,0,PS_NONE,192,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,162,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
34800,2026,0,0,25996,14020,256,101,54,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,382,7,16,0,1,TM_PERSON,0,PS_NONE,192,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,156,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
34892,2118,0,0,16740,14092,256,65,55,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,382,7,16,0,1,TM_PERSON,0,PS_NONE,192,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,150,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
34984,2210,0,0,25688,4744,256,100,18,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,377,1,16,0,1,TM_PERSON,0,PS_NONE,0,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,170,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
35076,2302,0,0,27540,11580,256,107,45,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,377,1,16,0,1,TM_PERSON,0,PS_NONE,0,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,161,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
35168,2394,0,0,28708,7852,256,112,30,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,377,1,16,0,1,TM_PERSON,0,PS_NONE,0,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,149,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
35260,2486,0,0,27392,8912,256,107,34,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,377,1,16,0,1,TM_PERSON,0,PS_NONE,0,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,136,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
35352,2578,0,0,24684,8932,256,96,34,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,377,1,16,0,1,TM_PERSON,0,PS_NONE,0,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,128,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
35444,2670,0,0,28872,5432,256,112,21,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,377,1,16,0,1,TM_PERSON,0,PS_NONE,0,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,122,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
35536,2762,0,0,25032,6344,256,97,24,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,377,1,16,0,1,TM_PERSON,0,PS_NONE,0,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,112,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
35628,2854,0,0,26664,5976,256,104,23,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,377,1,16,0,1,TM_PERSON,0,PS_NONE,0,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,105,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
35720,2946,0,38242,27968,5696,256,109,22,4,TS_INMAPWHO,0,PA_NONE,1744,PB_MAN_JACKET,7717,1747,8,0,1,TM_PERSON,1,PS_NEXT_COMMAND,108,0,16,PU_CRIMINAL,241,0,0,0,8,8,0,0,27968,5696,1408,0,0,0,38242,0,0,0,496,0,0,128,128,128,110,128,128,128,110,128,128,128,110,0,12,32,32,0,PS_NONE,1,PS_NEXT_COMMAND,4,64,0
35812,3038,0,38278,16215,19412,256,63,75,4,TS_INMAPWHO,0,PA_NONE,626,PB_WOMAN_BLONDE,3044,697,8,0,1,TM_PERSON,3,PS_GOTO_POINT3,217,0,8,PU_GUARD,409,0,0,0,16,16,1290,0,16064,19520,1408,0,0,0,38278,0,0,0,0,38278,0,128,110,238,110,128,110,238,110,128,110,238,110,226,28,32,32,0,PS_NONE,3,PS_GOTO_POINT3,4,128,0
35904,3130,0,38314,14906,11258,256,58,43,4100,UNDEFINED,0,PA_NONE,833,PB_POLICE,3637,847,0,0,1,TM_PERSON,29,PS_WANDER,193,0,4,PU_POLICE,18778,0,0,0,0,0,0,0,0,0,0,0,0,0,38314,0,0,0,9,0,0,128,110,238,110,128,110,238,110,128,110,238,110,52,16,32,32,0,PS_NONE,29,PS_WANDER,4,0,82
35996,3222,0,38350,22904,3829,256,89,14,4100,UNDEFINED,0,PA_NONE,833,PB_POLICE,3621,843,0,0,1,TM_PERSON,29,PS_WANDER,64,0,4,PU_POLICE,22969,0,0,0,0,0,0,0,0,0,0,0,0,0,38350,0,0,0,0,0,0,128,110,238,110,128,110,238,110,128,110,238,110,99,16,32,32,0,PS_NONE,29,PS_WANDER,4,0,74
36088,3314,0,11134,13837,18477,256,54,72,4100,UNDEFINED,0,PA_NONE,833,PB_POLICE,3612,841,0,0,1,TM_PERSON,29,PS_WANDER,0,0,4,PU_POLICE,22528,0,0,0,0,0,0,0,0,0,0,0,0,0,38386,0,0,0,0,0,0,128,110,238,110,128,110,238,110,128,110,238,110,93,16,32,32,0,PS_NONE,29,PS_WANDER,4,192,141
36180,3406,0,38422,20229,11603,256,79,45,4100,UNDEFINED,0,PA_NONE,833,PB_POLICE,3611,841,0,0,1,TM_PERSON,14,PS_HUG_RIGHT,1,0,4,PU_POLICE,23306,0,0,0,0,0,0,0,0,0,0,0,0,0,38422,0,0,0,9,0,0,128,110,238,110,128,110,238,110,128,110,238,110,110,28,32,32,0,PS_NONE,29,PS_WANDER,4,192,9
36272,3498,0,4694,12643,16856,256,49,65,4100,UNDEFINED,0,PA_NONE,833,PB_POLICE,3611,841,0,0,1,TM_PERSON,29,PS_WANDER,1,0,4,PU_POLICE,18610,0,0,0,0,0,0,0,0,0,0,0,0,0,38458,0,0,0,0,0,0,128,110,238,110,128,110,238,110,128,110,238,110,114,16,32,32,0,PS_NONE,29,PS_WANDER,4,64,9
36364,3590,0,38494,12741,9044,256,49,35,4100,UNDEFINED,0,PA_NONE,833,PB_POLICE,3626,845,0,0,1,TM_PERSON,29,PS_WANDER,119,0,4,PU_POLICE,16711,0,0,0,0,0,0,0,0,0,0,0,0,0,38494,0,0,0,9,0,0,128,110,238,110,128,110,238,110,128,110,238,110,118,16,32,32,0,PS_NONE,29,PS_WANDER,4,192,9
36456,3682,0,38530,23127,3586,256,90,14,4100,UNDEFINED,0,PA_NONE,833,PB_POLICE,3621,843,0,0,1,TM_PERSON,15,PS_HUG_LEFT,64,0,4,PU_POLICE,23320,0,0,0,0,0,0,0,0,0,0,0,0,0,38530,0,0,0,7,0,0,128,110,238,110,128,110,238,110,128,110,238,110,107,28,32,32,0,PS_NONE,29,PS_WANDER,4,128,81
36548,3774,0,38566,11534,3481,256,45,13,4100,UNDEFINED,0,PA_NONE,833,PB_POLICE,3611,841,0,0,1,TM_PERSON,29,PS_WANDER,255,0,4,PU_POLICE,11945,0,0,0,0,0,0,0,0,0,0,0,0,0,38566,0,0,0,0,0,0,128,110,238,110,128,110,238,110,128,110,238,110,108,16,32,32,0,PS_NONE,29,PS_WANDER,4,192,218
36640,3866,0,11226,15795,539,128,61,2,4365,UNDEFINED,0,PA_NONE,833,PB_POLICE,4623,1039,65535,0,1,TM_PERSON,26,PS_DEAD,193,0,4,PU_POLICE,15831,0,0,0,0,0,0,0,0,0,0,0,0,0,38602,0,0,0,8,0,0,128,110,238,110,128,110,238,110,128,110,238,110,191,0,32,32,0,PS_NONE,29,PS_WANDER,2,0,208
36732,3958,0,38638,25570,4489,256,99,17,4100,UNDEFINED,0,PA_NONE,833,PB_POLICE,3612,841,0,0,1,TM_PERSON,29,PS_WANDER,4,0,4,PU_POLICE,25849,0,0,0,0,0,0,0,0,0,0,0,0,0,38638,0,0,0,0,0,0,128,110,238,110,128,110,238,110,128,110,238,110,87,16,32,32,0,PS_NONE,29,PS_WANDER,4,64,20
36824,4050,0,17114,15447,21062,256,60,82,4100,UNDEFINED,0,PA_NONE,833,PB_POLICE,3637,847,0,0,1,TM_PERSON,29,PS_WANDER,199,0,4,PU_POLICE,26658,0,0,0,0,0,0,0,0,0,0,0,0,0,38674,0,0,0,7,0,0,128,110,238,110,128,110,238,110,128,110,238,110,90,16,32,32,0,PS_NONE,29,PS_WANDER,4,128,9
36916,4142,0,38710,28969,6258,256,113,24,4100,UNDEFINED,0,PA_NONE,833,PB_POLICE,3626,845,0,0,1,TM_PERSON,29,PS_WANDER,118,0,4,PU_POLICE,32702,0,0,0,0,0,0,0,0,0,0,0,0,0,38710,0,0,0,9,0,0,128,110,238,110,128,110,238,110,128,110,238,110,54,16,32,32,0,PS_NONE,29,PS_WANDER,4,64,138
37008,4234,0,38746,17509,21502,256,68,83,4100,UNDEFINED,0,PA_NONE,833,PB_POLICE,3633,847,0,0,1,TM_PERSON,29,PS_WANDER,192,0,4,PU_POLICE,27950,0,0,0,0,0,0,0,0,0,0,0,0,0,38746,0,0,0,0,0,0,128,110,238,110,128,110,238,110,128,110,238,110,67,16,32,32,0,PS_NONE,29,PS_WANDER,4,0,75
37100,4326,0,38782,30489,18689,256,119,73,4100,UNDEFINED,0,PA_NONE,833,PB_POLICE,3635,847,0,0,1,TM_PERSON,29,PS_WANDER,180,0,4,PU_POLICE,24658,0,0,0,0,0,0,0,0,0,0,0,0,0,38782,0,0,0,7,0,0,128,110,238,110,128,110,238,110,128,110,238,110,172,16,32,32,0,PS_NONE,29,PS_WANDER,4,128,0
