GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,ChildHeld,ParentHeld,LinkTo,LinkX,LinkY,LinkZ,MaxSpeed,TravelAngle
56328,23554,738,23596,11284,4736,1152,44,18,4,TS_MAPWHO,0,0,2360,419,100,0,2,TM_VEHICLE,5,VS_TRAIN,192,TA_NORTHWEST,0,738,0,0,0,0,0,160,192
56370,23596,23554,0,11464,4748,1152,44,18,4,TS_MAPWHO,0,2,2512,441,80,0,2,TM_VEHICLE,9,VS_CARRIAGE,192,TA_NORTHWEST,0,0,0,23554,180,12,0,0,0
56412,23638,0,0,11720,4748,1152,45,18,4,TS_MAPWHO,0,0,1644,429,80,0,2,TM_VEHICLE,9,VS_CARRIAGE,192,TA_NORTHWEST,0,0,0,23596,256,0,0,0,0
56454,23680,0,0,11976,4748,1152,46,18,4,TS_MAPWHO,0,0,1644,429,80,0,2,TM_VEHICLE,9,VS_CARRIAGE,192,TA_NORTHWEST,0,0,0,23638,256,0,0,0,0
56496,23722,0,0,12232,4748,1152,47,18,4,TS_MAPWHO,0,0,1644,429,80,0,2,TM_VEHICLE,9,VS_CARRIAGE,192,TA_NORTHWEST,0,0,0,23680,256,0,0,0,0
56538,23764,0,0,12488,4748,1152,48,18,4,TS_MAPWHO,0,1,2491,435,80,0,2,TM_VEHICLE,9,VS_CARRIAGE,192,TA_NORTHWEST,0,0,0,23722,256,0,0,0,0
56580,23806,0,0,12688,4724,1152,49,18,4,TS_MAPWHO,0,0,2359,417,100,0,2,TM_VEHICLE,5,VS_TRAIN,64,TA_SOUTHEAST,0,0,0,23764,200,-24,0,160,0
56622,23848,0,0,23128,7144,256,90,27,4,TS_MAPWHO,0,0,2396,402,600,0,2,TM_VEHICLE,1,VS_APC,64,TA_SOUTHEAST,0,0,0,0,0,0,0,58,0
56664,23890,0,0,8272,19632,768,32,76,4,TS_MAPWHO,0,0,1685,450,30,0,2,TM_VEHICLE,13,VS_CIVILCAR,128,TA_NORTHEAST,0,0,0,0,0,0,0,100,0
56706,23932,9110,0,16064,18258,768,62,71,4,TS_MAPWHO,0,0,1683,446,30,0,2,TM_VEHICLE,13,VS_CIVILCAR,0,TA_SOUTHWEST,0,9110,0,0,0,0,0,100,0
56748,23974,9202,0,11434,12480,768,44,48,4,TS_MAPWHO,0,0,1686,452,30,0,2,TM_VEHICLE,13,VS_CIVILCAR,192,TA_NORTHWEST,0,9202,0,0,0,0,0,100,0
56790,24016,9294,0,10026,6720,768,39,26,4,TS_MAPWHO,0,0,1684,448,30,0,2,TM_VEHICLE,13,VS_CIVILCAR,64,TA_SOUTHEAST,0,9294,0,0,0,0,0,100,0
56832,24058,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,VS_NONE,0,TA_SOUTHWEST,0,0,0,0,0,0,0,0,0
