GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,Angle,Angle_S,ZAngle,Unknown[0],Unknown[1]
59016,26242,0,0,12960,16016,256,50,62,4,TS_MAPWHO,0,0,2059,392,50,0,5,TM_OBJECT,38,64,TA_SOUTHEAST,0,0,0
59046,26272,0,0,14240,16016,256,55,62,4,TS_MAPWHO,0,0,2059,392,50,0,5,TM_OBJECT,38,64,TA_SOUTHEAST,0,0,0
59076,26302,0,0,18592,16016,256,72,62,4,TS_MAPWHO,0,0,2059,392,50,0,5,TM_OBJECT,38,64,TA_SOUTHEAST,0,0,0
59106,26332,0,0,19880,16024,256,77,62,4,TS_MAPWHO,0,0,2059,392,50,0,5,TM_OBJECT,38,64,TA_SOUTHEAST,0,0,0
59136,26362,0,0,19860,8060,256,77,31,4,TS_MAPWHO,0,0,2059,392,50,0,5,TM_OBJECT,38,64,TA_SOUTHEAST,0,0,0
59166,26392,0,0,18580,8060,256,72,31,4,TS_MAPWHO,0,0,2059,392,50,0,5,TM_OBJECT,38,64,TA_SOUTHEAST,0,0,0
59196,26422,0,0,14228,8060,256,55,31,4,TS_MAPWHO,0,0,2059,392,50,0,5,TM_OBJECT,38,64,TA_SOUTHEAST,0,0,0
59226,26452,0,0,12948,8060,256,50,31,4,TS_MAPWHO,0,0,2059,392,50,0,5,TM_OBJECT,38,64,TA_SOUTHEAST,0,0,0
59256,26482,0,0,11648,8064,520,45,31,6,UNDEFINED,0,0,4632,1041,100,0,5,TM_OBJECT,6,48,TA_SOUTHEAST,0,0,0
59286,26512,0,0,23512,8312,640,91,32,4,TS_MAPWHO,0,1085,4725,1086,50,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,0
59316,26542,0,0,26084,14716,256,101,57,4,TS_MAPWHO,0,1093,4735,1094,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,0
59346,26572,0,0,9840,15584,256,38,60,4,TS_MAPWHO,0,1109,4758,1109,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,0
