Index,GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,BaseFrame_S,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,Connected
0,59016,26242,0,0,11240,10632,256,43,41,4,TS_MAPWHO,0,1077,OB_DOOR_LARGE_CIRCULAR,4718,1078,40,0,5,TM_OBJECT,12,OS_DOOR,64,TA_SOUTHEAST,0,0
1,59046,26272,0,0,14704,8944,256,57,34,4,TS_MAPWHO,0,1101,OB_DOOR_LARGE_LEFTRIGHT,4746,1101,40,0,5,TM_OBJECT,12,OS_DOOR,128,TA_NORTHEAST,0,0
2,59076,26302,0,0,16352,8304,256,63,32,4,TS_MAPWHO,0,1085,OB_DOOR_SMALL_UPDOWN,4725,1086,40,0,5,TM_OBJECT,12,OS_DOOR,192,TA_NORTHWEST,0,0
3,59106,26332,0,0,20336,8432,256,79,32,4,TS_MAPWHO,0,1109,OB_DOOR_SMALL_UPDOWN2,4758,1109,40,0,5,TM_OBJECT,12,OS_DOOR,0,TA_SOUTHWEST,0,0
4,59136,26362,0,0,21472,6000,256,83,23,4,TS_MAPWHO,0,1109,OB_DOOR_SMALL_UPDOWN2,4759,1110,40,0,5,TM_OBJECT,12,OS_DOOR,64,TA_SOUTHEAST,0,0
5,59166,26392,0,0,23664,8688,256,92,33,4,TS_MAPWHO,0,1077,OB_DOOR_LARGE_CIRCULAR,4707,1077,40,0,5,TM_OBJECT,12,OS_DOOR,128,TA_NORTHEAST,0,0
6,59196,26422,0,0,24680,12520,256,96,48,4,TS_MAPWHO,0,1101,OB_DOOR_LARGE_LEFTRIGHT,4746,1101,40,0,5,TM_OBJECT,12,OS_DOOR,128,TA_NORTHEAST,0,0
7,59226,26452,0,0,20592,14832,896,80,57,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4734,1093,40,0,5,TM_OBJECT,12,OS_DOOR,0,TA_SOUTHWEST,0,0
8,59256,26482,0,0,18800,14832,896,73,57,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4734,1093,40,0,5,TM_OBJECT,12,OS_DOOR,0,TA_SOUTHWEST,0,0
9,59286,26512,0,0,23008,19328,256,89,75,4,TS_MAPWHO,0,1077,OB_DOOR_LARGE_CIRCULAR,4718,1078,40,0,5,TM_OBJECT,12,OS_DOOR,64,TA_SOUTHEAST,0,0
10,59316,26542,0,0,21480,22648,256,83,88,4,TS_MAPWHO,0,1109,OB_DOOR_SMALL_UPDOWN2,4759,1110,40,0,5,TM_OBJECT,12,OS_DOOR,64,TA_SOUTHEAST,0,0
11,59346,26572,0,0,18416,22656,256,71,88,4,TS_MAPWHO,0,1109,OB_DOOR_SMALL_UPDOWN2,4759,1110,40,0,5,TM_OBJECT,12,OS_DOOR,64,TA_SOUTHEAST,0,0
12,59376,26602,8006,0,14960,23536,256,58,91,4,TS_MAPWHO,0,1109,OB_DOOR_SMALL_UPDOWN2,4764,1113,40,0,5,TM_OBJECT,14,OS_DOOR3,128,TA_NORTHEAST,0,0
13,59406,26632,0,0,12512,21872,384,48,85,4,TS_MAPWHO,0,1085,OB_DOOR_SMALL_UPDOWN,4725,1086,40,0,5,TM_OBJECT,12,OS_DOOR,192,TA_NORTHWEST,0,0
14,59436,26662,0,0,12512,19840,384,48,77,4,TS_MAPWHO,0,1085,OB_DOOR_SMALL_UPDOWN,4725,1086,40,0,5,TM_OBJECT,12,OS_DOOR,192,TA_NORTHWEST,0,0
15,59466,26692,0,0,15216,20464,256,59,79,4,TS_MAPWHO,0,1077,OB_DOOR_LARGE_CIRCULAR,4707,1077,40,0,5,TM_OBJECT,12,OS_DOOR,0,TA_SOUTHWEST,0,0
16,59496,26722,0,0,17000,20456,256,66,79,4,TS_MAPWHO,0,1085,OB_DOOR_SMALL_UPDOWN,4723,1085,40,0,5,TM_OBJECT,12,OS_DOOR,0,TA_SOUTHWEST,0,0
17,59526,26752,0,0,15568,11376,256,60,44,4,TS_MAPWHO,0,1085,OB_DOOR_SMALL_UPDOWN,4725,1086,40,0,5,TM_OBJECT,12,OS_DOOR,64,TA_SOUTHEAST,0,0
18,59556,26782,0,0,21584,11744,384,84,45,4,TS_MAPWHO,0,1085,OB_DOOR_SMALL_UPDOWN,4723,1085,40,0,5,TM_OBJECT,12,OS_DOOR,128,TA_NORTHEAST,0,0
19,59586,26812,0,0,20600,11752,384,80,45,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4734,1093,40,0,5,TM_OBJECT,12,OS_DOOR,128,TA_NORTHEAST,0,0
20,59616,26842,0,0,19560,11752,384,76,45,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4734,1093,40,0,5,TM_OBJECT,12,OS_DOOR,128,TA_NORTHEAST,0,0
21,59646,26872,0,0,18536,11752,384,72,45,4,TS_MAPWHO,0,1085,OB_DOOR_SMALL_UPDOWN,4723,1085,40,0,5,TM_OBJECT,12,OS_DOOR,128,TA_NORTHEAST,0,0
22,59676,26902,0,0,17520,11760,384,68,45,4,TS_MAPWHO,0,1109,OB_DOOR_SMALL_UPDOWN2,4758,1109,40,0,5,TM_OBJECT,12,OS_DOOR,128,TA_NORTHEAST,0,0
23,59706,26932,0,0,17528,20216,384,68,78,4,TS_MAPWHO,0,1121,VALUE_UNDEFINED,4774,1122,50,0,5,TM_OBJECT,17,OS_UNKNOWN_11,192,TA_NORTHWEST,0,0
24,59736,26962,0,0,16216,23320,256,63,91,6,TS_DRAW_ON_TOP | TS_MAPWHO,0,0,OB_NONE,2724,618,50,0,5,TM_OBJECT,1,OS_PHONE_BOOTH,0,TA_SOUTHWEST,0,0
