Index,GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,BaseFrame_S,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,Connected
0,59016,26242,0,0,27008,12672,504,105,49,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,4633,1042,100,0,5,TM_OBJECT,7,OS_TRAFFIC_ORB_GREEN_RED,76,TA_SOUTHEAST,0,0
1,59046,26272,0,0,24704,6016,512,96,23,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,4631,1040,100,0,5,TM_OBJECT,5,OS_TRAFFIC_ORB_RED_YELLOW2,241,TA_SOUTHWEST,0,0
2,59076,26302,0,0,25712,17632,256,100,68,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4734,1093,40,0,5,TM_OBJECT,12,OS_DOOR,0,TA_SOUTHWEST,0,0
3,59106,26332,0,0,26572,16500,256,103,64,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4735,1094,40,0,5,TM_OBJECT,12,OS_DOOR,64,TA_SOUTHEAST,0,0
4,59136,26362,0,0,23664,15840,256,92,61,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4734,1093,40,0,5,TM_OBJECT,12,OS_DOOR,128,TA_NORTHEAST,0,0
5,59166,26392,0,0,20688,21632,256,80,84,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4735,1094,40,0,5,TM_OBJECT,12,OS_DOOR,192,TA_NORTHWEST,0,0
6,59196,26422,0,0,15560,20088,256,60,78,4,TS_MAPWHO,0,1085,OB_DOOR_SMALL_UPDOWN,4725,1086,40,0,5,TM_OBJECT,12,OS_DOOR,192,TA_NORTHWEST,0,0
7,59226,26452,0,0,9080,19160,256,35,74,4,TS_MAPWHO,0,1085,OB_DOOR_SMALL_UPDOWN,4723,1085,50,0,5,TM_OBJECT,12,OS_DOOR,0,TA_SOUTHWEST,0,0
8,59256,26482,0,0,9684,12668,384,37,49,4,TS_MAPWHO,0,1109,OB_DOOR_SMALL_UPDOWN2,4759,1110,40,0,5,TM_OBJECT,12,OS_DOOR,64,TA_SOUTHEAST,0,0
9,59286,26512,0,31672,9920,7280,256,38,28,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4735,1094,40,0,5,TM_OBJECT,12,OS_DOOR,64,TA_SOUTHEAST,0,0
10,59316,26542,0,0,8396,4996,256,32,19,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4735,1094,40,0,5,TM_OBJECT,12,OS_DOOR,64,TA_SOUTHEAST,0,0
11,59346,26572,0,0,20672,4224,256,80,16,4,TS_MAPWHO,0,1077,OB_DOOR_LARGE_CIRCULAR,4718,1078,40,0,5,TM_OBJECT,12,OS_DOOR,64,TA_SOUTHEAST,0,0
12,59376,26602,0,0,20436,16764,256,79,65,4,TS_MAPWHO,0,1093,OB_DOOR_SMALL_SWING,4735,1094,40,0,5,TM_OBJECT,12,OS_DOOR,192,TA_NORTHWEST,0,0
13,59406,26632,0,28042,7800,18952,896,30,74,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8235,1965,21,0,5,TM_OBJECT,35,OS_WINDOW_SILHOUTTE2,128,TA_NORTHEAST,0,0
14,59436,26662,0,0,9080,18696,1024,35,73,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,192,TA_NORTHWEST,0,0
15,59466,26692,2,0,9080,17928,1280,35,70,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,192,TA_NORTHWEST,0,0
16,59496,26722,0,0,7800,15624,1152,30,61,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,0,TA_SOUTHWEST,0,0
17,59526,26752,0,0,9080,14856,1280,35,58,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,64,TA_SOUTHEAST,0,0
18,59556,26782,0,31642,8312,13832,1280,32,54,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,64,TA_SOUTHEAST,0,0
19,59586,26812,0,0,8056,9608,1152,31,37,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,64,TA_SOUTHEAST,0,0
20,59616,26842,0,0,8824,7432,1152,34,29,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,128,TA_NORTHEAST,0,0
21,59646,26872,0,0,7544,5640,768,29,22,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,128,TA_NORTHEAST,0,0
22,59676,26902,0,0,8568,3592,896,33,14,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,192,TA_NORTHWEST,0,0
23,59706,26932,0,0,22904,4360,1152,89,17,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,192,TA_NORTHWEST,0,0
24,59736,26962,0,0,24952,7688,896,97,30,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,192,TA_NORTHWEST,0,0
25,59766,26992,0,0,25208,8712,1024,98,34,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,192,TA_NORTHWEST,0,0
26,59796,27022,0,31222,24440,11016,768,95,43,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,0,TA_SOUTHWEST,0,0
27,59826,27052,0,0,25976,14600,896,101,57,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,64,TA_SOUTHEAST,0,0
28,59856,27082,0,0,25720,17672,768,100,69,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,128,TA_NORTHEAST,0,0
29,59886,27112,0,0,24440,16136,768,95,63,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,128,TA_NORTHEAST,0,0
30,59916,27142,0,0,25720,19208,1024,100,75,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,192,TA_NORTHWEST,0,0
31,59946,27172,0,0,24952,19976,1152,97,78,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,0,TA_SOUTHWEST,0,0
32,59976,27202,0,0,21624,19208,640,84,75,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,0,TA_SOUTHWEST,0,0
33,60006,27232,0,0,20344,19208,768,79,75,6,TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,32,OS_WINDOWS_TRANSPARENT,0,TA_SOUTHWEST,0,0
34,60036,27262,0,31282,20856,21512,768,81,84,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8658,1959,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,128,TA_NORTHEAST,0,0
35,60066,27292,0,0,19320,21256,768,75,83,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,192,TA_NORTHWEST,0,0
36,60096,27322,0,0,14968,19336,896,58,75,7,TS_NODRAW | TS_UNKNOWN_2 | TS_MAPWHO,0,0,OB_NONE,8267,1960,65534,0,5,TM_OBJECT,37,OS_WINDOWS_TRANSPARENT3,192,TA_NORTHWEST,0,0
