GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,Angle,Angle_S,ZAngle,Unknown[0],Unknown[1]
59016,26242,0,0,8064,4480,520,31,17,6,UNDEFINED,0,0,4634,1043,100,0,5,TM_OBJECT,8,182,TA_NORTHWEST,0,0,0
59046,26272,0,0,10880,4480,504,42,17,6,UNDEFINED,0,0,4633,1042,100,0,5,TM_OBJECT,7,106,TA_EAST,0,0,0
59076,26302,0,0,24192,4480,504,94,17,6,UNDEFINED,0,0,4632,1041,100,0,5,TM_OBJECT,6,10,TA_SOUTHWEST,0,0,0
59106,26332,0,0,6848,4496,256,26,17,4,TS_INMAPWHO,0,0,2059,392,50,0,5,TM_OBJECT,38,64,TA_SOUTHEAST,0,0,0
59136,26362,0,0,30648,4504,256,119,17,4,TS_INMAPWHO,0,0,2059,392,50,0,5,TM_OBJECT,38,192,TA_NORTHWEST,0,0,0
59166,26392,0,0,24192,9600,520,94,37,6,UNDEFINED,0,0,4633,1042,100,0,5,TM_OBJECT,7,101,TA_EAST,0,0,0
59196,26422,0,0,10348,10980,256,40,42,4,TS_INMAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59226,26452,0,0,11884,10212,256,46,39,4,TS_INMAPWHO,0,1077,4707,1077,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59256,26482,0,0,5308,20116,256,20,78,4,TS_INMAPWHO,0,1093,4735,1094,50,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,0
59286,26512,0,0,4488,22232,256,17,86,4,TS_INMAPWHO,0,1101,4746,1101,50,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,0
59316,26542,0,0,19316,12780,256,75,49,4,TS_INMAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,0
59346,26572,0,0,20412,12148,256,79,47,4,TS_INMAPWHO,0,1085,4725,1086,40,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,0
59376,26602,0,0,20836,11724,256,81,45,4,TS_INMAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
