GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,ChildWeapon,ParentWeapon,WhoOwnsWeapon,RepairCount
71016,38242,2210,0,12217,10494,1408,47,40,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,192,TA_NORTHWEST,0,0,2210,2210,0
71052,38278,2302,0,13697,12471,256,53,48,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,242,TA_SOUTHWEST,0,0,2302,2302,0
71088,38314,2394,0,31216,5224,256,121,20,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,193,TA_NORTHWEST,0,0,2394,2394,0
71124,38350,2486,0,26266,9697,256,102,37,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,255,TA_SOUTHWEST,0,0,2486,2486,0
71160,38386,2578,0,23025,15556,256,89,60,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,188,TA_NORTHWEST,0,0,2578,2578,0
71196,38422,2670,0,25490,5903,256,99,23,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,196,TA_NORTHWEST,0,0,2670,2670,0
71232,38458,0,39034,32256,24064,256,126,94,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,191,TA_NORTHWEST,0,0,2762,2762,0
71268,38494,2854,0,14213,5416,256,55,21,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,197,TA_NORTHWEST,0,0,2854,2854,0
71304,38530,2946,0,5211,4373,256,20,17,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,192,TA_NORTHWEST,0,0,2946,2946,0
71340,38566,3038,0,12150,11075,256,47,43,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,9,TA_SOUTHWEST,0,0,3038,3038,0
71376,38602,3130,0,25278,8199,256,98,32,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,196,TA_NORTHWEST,0,0,3130,3130,0
71412,38638,3222,0,21224,15100,256,82,58,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,192,TA_NORTHWEST,0,0,3222,3222,0
71448,38674,3314,0,27400,18490,256,107,72,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,2,TA_SOUTHWEST,0,0,3314,3314,0
71484,38710,3406,0,27566,19944,256,107,77,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,252,TA_SOUTHWEST,0,0,3406,3406,0
71520,38746,3498,0,21160,8591,256,82,33,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,136,TA_NORTHEAST,0,0,3498,3498,0
71556,38782,3590,0,9054,11310,256,35,44,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,144,TA_NORTH,0,0,3590,3590,0
71592,38818,3682,0,26212,8762,256,102,34,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,243,TA_SOUTHWEST,0,0,3682,3682,0
71628,38854,3774,0,17892,11007,256,69,42,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,63,TA_SOUTHEAST,0,0,3774,3774,0
71664,38890,3866,0,13658,13426,1408,53,52,5,UNDEFINED,0,0,2262,370,15,0,4,TM_WEAPON,4,WS_SHOTGUN,250,TA_SOUTHWEST,0,0,3866,3866,0
