GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,Angle,Angle_S,ZAngle,Unknown[0],Unknown[1]
59016,26242,0,0,12000,20608,384,46,80,4,TS_MAPWHO,0,1077,4718,1078,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,0
59046,26272,0,0,11624,21736,384,45,84,4,TS_MAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,0
59076,26302,0,0,6008,22504,256,23,87,4,TS_MAPWHO,0,1101,4746,1101,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,0
59106,26332,0,0,6376,19832,640,24,77,4,TS_MAPWHO,0,1109,4759,1110,40,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,0
59136,26362,0,0,13528,15976,640,52,62,4,TS_MAPWHO,0,1109,4759,1110,40,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,0
59166,26392,0,0,8560,9200,256,33,35,4,TS_MAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59196,26422,0,0,5488,6640,896,21,25,4,TS_MAPWHO,0,1077,4707,1077,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59226,26452,0,0,10600,4328,256,41,16,4,TS_MAPWHO,0,1109,4758,1109,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59256,26482,0,0,16360,1400,768,63,5,4,TS_MAPWHO,0,1109,4759,1110,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,0
59286,26512,0,0,20072,2280,640,78,8,4,TS_MAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,0
59316,26542,0,0,22904,13816,256,89,53,4,TS_MAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59346,26572,0,0,18800,20464,256,73,79,4,TS_MAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59376,26602,0,0,16504,2568,1408,64,10,7,UNDEFINED,0,0,8267,1960,65534,0,5,TM_OBJECT,37,64,TA_SOUTHEAST,0,0,0
59406,26632,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,0,TA_SOUTHWEST,0,0,0
59436,26662,0,26692,15360,5632,896,60,22,6,UNDEFINED,0,1059,4906,1060,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,0
59466,26692,26662,26722,15472,5744,896,60,22,6,UNDEFINED,0,1057,4892,1058,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,0
59496,26722,26692,27442,15456,5728,768,60,22,6,UNDEFINED,0,1061,4915,1062,50,0,5,TM_OBJECT,10,192,TA_NORTHWEST,0,0,0
59526,26752,0,26782,15432,4888,896,60,19,6,UNDEFINED,0,1049,4852,1049,50,0,5,TM_OBJECT,10,0,TA_SOUTHWEST,0,0,0
59556,26782,26752,0,15408,4864,768,60,19,6,UNDEFINED,0,1049,4852,1049,50,0,5,TM_OBJECT,10,0,TA_SOUTHWEST,0,0,0
59586,26812,0,0,15248,4992,640,59,19,4,TS_MAPWHO,0,1093,4735,1094,40,0,5,TM_OBJECT,12,64,TA_SOUTHEAST,0,0,0
59616,26842,0,27052,15728,2960,384,61,11,4,TS_MAPWHO,0,1093,4734,1093,40,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,0
59646,26872,0,26932,15976,3128,896,62,12,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
59676,26902,0,26962,15784,3128,896,61,12,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
59706,26932,26872,26992,15880,3128,896,62,12,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
59736,26962,26902,27022,15688,3128,896,61,12,6,UNDEFINED,0,0,2671,552,50,0,5,TM_OBJECT,18,128,TA_NORTHEAST,0,0,0
59766,26992,26932,0,16072,3128,896,62,12,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
59796,27022,26962,0,15640,3144,512,61,12,6,UNDEFINED,0,1047,4639,1047,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,0
59826,27052,26842,0,15632,3056,512,61,11,6,UNDEFINED,0,1049,4641,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,0
59856,27082,0,0,16464,1312,1024,64,5,6,UNDEFINED,0,1049,4852,1049,50,0,5,TM_OBJECT,10,128,TA_NORTHEAST,0,0,0
59886,27112,0,0,16400,2960,768,64,11,6,UNDEFINED,0,0,2288,558,50,0,5,TM_OBJECT,22,192,TA_NORTHWEST,0,0,0
59916,27142,0,27982,16392,7688,1024,64,30,6,UNDEFINED,0,573,2853,573,50,0,5,TM_OBJECT,31,64,TA_SOUTHEAST,0,0,0
59946,27172,0,27412,16384,10992,1024,64,42,6,UNDEFINED,0,573,2849,573,50,0,5,TM_OBJECT,31,64,TA_SOUTHEAST,0,0,0
59976,27202,0,27232,16488,9592,1024,64,37,6,UNDEFINED,0,1063,4688,1064,50,0,5,TM_OBJECT,10,64,TA_SOUTHEAST,0,0,0
60006,27232,27202,0,16472,9576,896,64,37,6,UNDEFINED,0,1061,4988,1062,50,0,5,TM_OBJECT,10,64,TA_SOUTHEAST,0,0,0
60036,27262,0,27292,16488,9272,1024,64,36,6,UNDEFINED,0,1065,4935,1066,50,0,5,TM_OBJECT,10,64,TA_SOUTHEAST,0,0,0
60066,27292,27262,0,16472,9256,896,64,36,6,UNDEFINED,0,1059,4995,1060,50,0,5,TM_OBJECT,10,64,TA_SOUTHEAST,0,0,0
60096,27322,0,0,17696,9056,384,69,35,4,TS_MAPWHO,0,1121,4774,1122,50,0,5,TM_OBJECT,17,64,TA_SOUTHEAST,0,0,0
60126,27352,0,0,15464,6168,896,60,24,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,191,TA_NORTHWEST,0,0,0
60156,27382,0,0,16484,11036,1024,64,43,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,63,TA_SOUTHEAST,0,0,0
60186,27412,27172,28162,16488,10776,1024,64,42,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,63,TA_SOUTHEAST,0,0,0
60216,27442,26722,0,15464,5656,896,60,22,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,191,TA_NORTHWEST,0,0,0
60246,27472,0,30112,16168,18920,768,63,73,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,193,TA_NORTHWEST,0,0,0
60276,27502,0,30082,16168,18664,768,63,72,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,193,TA_NORTHWEST,0,0,0
60306,27532,0,30052,16168,18408,768,63,71,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,193,TA_NORTHWEST,0,0,0
60336,27562,0,30022,16168,18152,768,63,70,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,193,TA_NORTHWEST,0,0,0
