GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,Affect_S,BaseFrame,BaseFrame_S,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,ZAngle,Unique,Unique_S,HugDistance,Persuaded,ChildHeld,ParentHeld,Command,StartCommand,Target,Data,GotoX,GotoY,GotoZ,LastXpos,LastYpos,HugGotoZ,ChildWeapon,Equipment,ParentRank,RankPosition,Count,WeaponHolding,WeaponInUse,Level1Base,Level1Balance,Level1True,Level1Fixed,Level2Base,Level2Balance,Level2True,Level2Fixed,Level3Base,Level3Balance,Level3True,Level3Fixed,LevelRecovery,Speed,MaxSpeed,BaseSpeed,OldState,OldState_S,NewState,NewState_S,HugChangeDir,HugStartAngle,HitAngle
32776,2,0,26692,9160,18056,640,35,70,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,0,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,210,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
32868,94,0,0,9256,17960,640,36,70,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,0,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,192,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
32960,186,0,0,9296,17808,640,36,69,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,0,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,176,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33052,278,0,0,9264,17616,640,36,68,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,0,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,163,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33144,370,0,462,9148,17732,640,35,69,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,0,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,137,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33236,462,370,554,9148,17732,640,35,69,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,0,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,135,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33328,554,462,646,9148,17732,640,35,69,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,0,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,132,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33420,646,554,0,9148,17732,640,35,69,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,0,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,128,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33512,738,0,830,8584,9400,384,33,36,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,0,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,47,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
33604,830,738,922,8584,9400,384,33,36,4,TS_INMAPWHO,0,PA_NONE,1,PB_AGENT,379,3,0,0,1,TM_PERSON,0,PS_NONE,64,0,2,PU_AGENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,44,0,32,32,0,PS_NONE,0,PS_NONE,0,0,0
