GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,Angle,Angle_S,ZAngle,Unknown[0],Unknown[1]
59016,26242,0,0,17792,21376,512,69,83,6,UNDEFINED,0,0,4632,1041,100,0,5,TM_OBJECT,6,53,TA_SOUTHEAST,0,0,0
59046,26272,0,0,18276,9596,256,71,37,4,TS_INMAPWHO,0,1085,4723,1085,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59076,26302,38638,0,20848,15584,256,81,60,4,TS_INMAPWHO,0,1085,4723,1085,50,0,5,TM_OBJECT,12,128,TA_NORTHEAST,0,0,0
59106,26332,0,0,20148,16252,256,78,63,4,TS_INMAPWHO,0,1077,4718,1078,50,0,5,TM_OBJECT,12,192,TA_NORTHWEST,0,0,0
59136,26362,0,0,12148,20204,256,47,78,4,TS_INMAPWHO,0,1109,4758,1109,50,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59166,26392,0,0,11912,16104,256,46,62,4,TS_INMAPWHO,0,1101,4746,1101,50,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59196,26422,0,0,10616,16312,256,41,63,4,TS_INMAPWHO,0,1101,4746,1101,50,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59226,26452,0,0,5232,16592,256,20,64,4,TS_INMAPWHO,0,1085,4723,1085,50,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59256,26482,0,0,10616,10920,256,41,42,4,TS_INMAPWHO,0,1077,4707,1077,50,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59286,26512,0,0,12928,10912,256,50,42,4,TS_INMAPWHO,0,1077,4707,1077,50,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59316,26542,0,0,15232,10928,256,59,42,4,TS_INMAPWHO,0,1077,4707,1077,50,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59346,26572,0,0,18560,10928,256,72,42,4,TS_INMAPWHO,0,1077,4707,1077,50,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59376,26602,0,0,20864,10928,256,81,42,4,TS_INMAPWHO,0,1077,4707,1077,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59406,26632,0,0,23168,10928,256,90,42,4,TS_INMAPWHO,0,1077,4707,1077,40,0,5,TM_OBJECT,12,0,TA_SOUTHWEST,0,0,0
59436,26662,0,28522,10460,11060,384,40,43,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
59466,26692,0,0,9948,11060,384,38,43,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
59496,26722,0,26902,10204,11060,384,39,43,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
59526,26752,0,0,10884,11068,384,42,43,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
59556,26782,0,26872,11140,11068,384,43,43,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
59586,26812,0,26842,11396,11068,384,44,43,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
59616,26842,26812,0,11268,11068,384,44,43,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
59646,26872,26782,0,11012,11068,384,43,43,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
59676,26902,26722,0,10076,11060,384,39,43,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,128,TA_NORTHEAST,0,0,0
59706,26932,0,30832,24112,7920,384,94,30,6,UNDEFINED,0,0,2670,553,50,0,5,TM_OBJECT,18,192,TA_NORTHWEST,0,0,0
59736,26962,0,26992,11568,10992,384,45,42,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
59766,26992,26962,0,11572,10876,384,45,42,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
59796,27022,0,27082,11580,10484,384,45,40,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
59826,27052,0,27112,11580,10228,384,45,39,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
59856,27082,27022,0,11580,10356,384,45,40,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
59886,27112,27052,0,11572,10092,384,45,39,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
59916,27142,0,0,11584,9728,384,45,38,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
59946,27172,0,0,11588,9612,384,45,37,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
59976,27202,0,0,11584,9216,384,45,36,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,64,TA_SOUTHEAST,0,0,0
60006,27232,0,30502,24120,10232,384,94,39,6,UNDEFINED,0,0,2670,553,50,0,5,TM_OBJECT,18,192,TA_NORTHWEST,0,0,0
60036,27262,0,30472,11584,9088,384,45,35,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
60066,27292,0,0,11584,8832,384,45,34,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
60096,27322,0,0,11584,8448,384,45,33,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
60126,27352,0,0,11588,8332,384,45,32,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
60156,27382,0,0,11592,7944,384,45,31,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
60186,27412,0,30292,23672,11064,384,92,43,6,UNDEFINED,0,0,2671,552,50,0,5,TM_OBJECT,18,0,TA_SOUTHWEST,0,0,0
60216,27442,0,31012,11592,7816,384,45,30,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
60246,27472,0,0,11592,7560,384,45,29,6,UNDEFINED,0,0,1887,551,50,0,5,TM_OBJECT,19,192,TA_NORTHWEST,0,0,0
60276,27502,0,27592,12764,11060,384,49,43,6,UNDEFINED,0,0,1886,550,50,0,5,TM_OBJECT,19,0,TA_SOUTHWEST,0,0,0
60306,27532,0,29002,20196,11052,384,78,43,6,UNDEFINED,0,0,2671,552,50,0,5,TM_OBJECT,18,128,TA_NORTHEAST,0,0,0
