GloOfs,RelOfs,Child,Parent,Xpos,Ypos,Zpos,Xtile,Ytile,Status,Status_S,Affect,BaseFrame,Frame,OldFrame,Life,WhoShotMe,Model,Model_S,State,State_S,Angle,Angle_S,ZAngle,ChildWeapon,ParentWeapon,WhoOwnsWeapon,RepairCount
71016,38242,4418,0,16716,17149,384,65,66,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,64,TA_SOUTHEAST,0,0,4418,4418,0
71052,38278,4510,0,17478,12037,256,68,47,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,192,TA_NORTHWEST,0,0,4510,4510,0
71088,38314,4602,0,18472,8616,256,72,33,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,0,TA_SOUTHWEST,0,0,4602,4602,0
71124,38350,4694,0,19428,15499,384,75,60,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,0,TA_SOUTHWEST,0,0,4694,4694,0
71160,38386,4786,0,4782,7596,256,18,29,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,255,TA_SOUTHWEST,0,0,4786,4786,0
71196,38422,4878,0,17409,15436,384,68,60,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,1,TA_SOUTHWEST,0,0,4878,4878,0
71232,38458,4970,0,1026,13706,384,4,53,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,127,TA_NORTHEAST,0,0,4970,4970,0
71268,38494,5062,0,3352,7519,256,13,29,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,128,TA_NORTHEAST,0,0,5062,5062,0
71304,38530,5154,0,17268,15599,384,67,60,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,190,TA_NORTHWEST,0,0,5154,5154,0
71340,38566,5246,0,6014,16376,256,23,63,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,191,TA_NORTHWEST,0,0,5246,5246,0
71376,38602,5338,0,3867,5871,256,15,22,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,6,TA_SOUTHWEST,0,0,5338,5338,0
71412,38638,15550,0,13775,11300,256,53,44,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,193,TA_NORTHWEST,0,0,5430,5430,0
71448,38674,5522,0,4015,8317,256,15,32,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,181,TA_NORTHWEST,0,0,5522,5522,0
71484,38710,5614,27712,3562,8219,256,13,32,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,134,TA_NORTHEAST,0,0,5614,5614,0
71520,38746,5706,0,10373,10009,256,40,39,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,194,TA_NORTHWEST,0,0,5706,5706,0
71556,38782,5798,0,15652,19720,256,61,77,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,195,TA_NORTHWEST,0,0,5798,5798,0
71592,38818,5890,0,22642,17820,256,88,69,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,254,TA_SOUTHWEST,0,0,5890,5890,0
71628,38854,14538,0,5058,4354,256,19,17,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,65,TA_SOUTHEAST,0,0,5982,5982,0
71664,38890,6074,0,1202,12275,384,4,47,5,UNDEFINED,0,0,2264,371,299,0,4,TM_WEAPON,5,WS_UZI,67,TA_SOUTHEAST,0,0,6074,6074,0
71700,38926,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,TM_NONE,0,WS_NONE,0,TA_SOUTHWEST,0,0,0,0,0
